text,label,text_length
hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch! thanx but u wait til nxt time il ave ya,0,117
gam gone after outstanding innings.,0,35
ok cool. see ya then.,0,21
i know you mood off today,0,25
yeah just open chat and click friend lists. then make the list. easy as pie,0,75
ok i found dis pierre cardin one which looks normal costs 20 its on sale.,0,73
you have 1 new message. call 0207-083-6089,1,42
"(no promises on when though, haven't even gotten dinner yet)",0,60
thank you princess! i want to see your nice juicy booty...,0,58
esplanade lor. where else...,0,28
"gud gud..k, chikku tke care.. sleep well gud nyt",0,48
moby pub quiz.win a £100 high street prize if u know who the new duchess of cornwall will be? txt her first name to 82277.unsub stop £1.50 008704050406 sp,1,154
i cant wait for cornwall. hope tonight isnt too bad as well but its rock night shite. anyway im going for a kip now have a good night. speak to you soon.,0,157
"urgent! call 09066612661 from landline. your complementary 4* tenerife holiday or £10,000 cash await collection sae t&cs po box 3 wa14 2px 150ppm 18+ sender: hol offer",1,167
she doesnt need any test.,0,25
oops. 4 got that bit.,0,21
i like dis sweater fr mango but no more my size already so irritating.,0,70
get the official england poly ringtone or colour flag on yer mobile for tonights game! text tone or flag to 84199. optout txt eng stop box39822 w111wx £1.50,1,156
ur balance is now £500. ur next question is: who sang 'uptown girl' in the 80's ? 2 answer txt ur answer to 83600. good luck!,1,125
if you r @ home then come down within 5 min,0,43
u repeat e instructions again. wat's e road name of ur house?,0,61
already am squatting is the new way of walking,0,46
yupz... i've oredi booked slots 4 my weekends liao...,0,53
ok... let u noe when i leave my house.,0,38
im good! i have been thinking about you...,0,42
y de asking like this.,0,22
pass dis to all ur contacts n see wat u get! red;i'm in luv wid u. blue;u put a smile on my face. purple;u r realy hot. pink;u r so swt. orange;i thnk i lyk u. green;i realy wana go out wid u. yelow;i wnt u bck. black;i'm jealous of u. brown;i miss you nw plz giv me one color,0,276
i take it the post has come then! you must have 1000s of texts now! happy reading. my one from wiv hello caroline at the end is my favourite. bless him,0,151
"jus chillaxin, what up",0,22
glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0,95
"i think we're going to finn's now, come",0,39
sms auction you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,1,162
"hiya, sorry didn't hav signal. i haven't seen or heard from and neither has, which is unusual in itself! i'll put on the case and get him to sort it out! hugs and snogs.",0,169
"hmmm ... i thought we said 2 hours slave, not 3 ... you are late ... how should i punish you ?",0,94
"perhaps * is much easy give your account identification, so i will tomorrow at uni",0,82
todays voda numbers ending 7548 are selected to receive a $350 award. if you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,156
then why you came to hostel.,0,28
"k, can that happen tonight?",0,27
bishan lar nearer... no need buy so early cos if buy now i gotta park my car...,0,79
"complimentary 4 star ibiza holiday or £10,000 cash needs your urgent collection. 09066364349 now from landline not to lose out! box434sk38wp150ppm18+",1,149
"me, i dont know again oh",0,24
no. its not specialisation. can work but its slave labor. will look for it this month sha cos no shakara 4 beggar.,0,114
"good morning, im suffering from fever and dysentry ..will not be able to come to office today.",0,94
goodmorning sleeping ga.,0,24
"true. it is passable. and if you get a high score and apply for phd, you get 5years of salary. so it makes life easier.",0,119
just send a text. we'll skype later.,0,36
yes. rent is very expensive so its the way we save.,0,51
and maybe some pressies,0,23
freemsg: hey - i'm buffy. 25 and love to satisfy men. home alone feeling randy. reply 2 c my pix! qlynnbv help08700621170150p a msg send stop to stop txts,1,154
aight sorry i take ten years to shower. what's the plan?,0,56
urgent please call 09066612661 from landline. £5000 cash or a luxury 4* canary islands holiday await collection. t&cs sae award. 20m12aq. 150ppm. 16+ “,1,151
hope you are not scared!,0,24
i place all ur points on e cultures module already.,0,51
just forced myself to eat a slice. i'm really not hungry tho. this sucks. mark is getting worried. he knows i'm sick when i turn down pizza. lol,0,144
"you have won ?1,000 cash or a ?2,000 prize! to claim, call09050000327",1,69
networking job is there.,0,24
i need you to be in my strong arms...,0,37
aiyo please ü got time meh.,0,27
congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,1,150
urgent! please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. t &cs sae po box 177 m227xy. 16+,1,126
keep my payasam there if rinu brings,0,36
;-) ok. i feel like john lennon.,0,32
can you say what happen,0,23
dad went out oredi...,0,21
lord of the rings:return of the king in store now!reply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate. reply stop to end txts,1,140
did u got that persons story,0,28
yup... i havent been there before... you want to go for the yoga? i can call up to book,0,87
of cos can lar i'm not so ba dao ok... 1 pm lor... y u never ask where we go ah... i said u would ask on fri but he said u will ask today...,0,140
"ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",0,146
go where n buy? juz buy when we get there lar.,0,46
i wanna watch that movie,0,24
o. well uv causes mutations. sunscreen is like essential thesedays,0,66
refused a loan? secured or unsecured? can't get credit? call free now 0800 195 6669 or text back 'help' & we will!,1,114
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. and tomorrow will be the best day of your life. dont break this chain. if you break you will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn u read...",0,324
no problem baby. is this is a good time to talk? i called and left a message.,0,77
got it. seventeen pounds for seven hundred ml – hope ok.,0,56
"freemsg hey there darling it's been 3 week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, £1.50 to rcv",1,147
lol boo i was hoping for a laugh,0,32
ringtoneking 84484,1,18
u should make a fb list,0,23
hard live 121 chat just 60p/min. choose your girl and connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx,1,145
was the actual exam harder than nbme,0,36
baaaaabe! i misss youuuuu ! where are you ? i have to go and teach my class at 5 ...,0,84
"sure, if i get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",0,120
how abt making some of the pics bigger?,0,39
hope you are having a great day.,0,32
thanks for picking up the trash.,0,32
stop calling everyone saying i might have cancer. my throat hurts to talk. i can't be answering everyones calls. if i get one more call i'm not babysitting on monday,0,165
&lt;#&gt; great loxahatchee xmas tree burning update: you can totally see stars here,0,84
ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! love me xxx,0,128
it will stop on itself. i however suggest she stays with someone that will be able to give ors for every stool.,0,111
"this is one of the days you have a billion classes, right?",0,58
carlos says we can pick up from him later so yeah we're set,0,59
near kalainar tv office.thenampet,0,33
"ah, well that confuses things, doesn‘t it?",0,42
purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng,0,142
"welcome to uk-mobile-date this msg is free giving you free calling to 08719839835. future mgs billed at 150p daily. to cancel send ""go stop"" to 89123",1,149
what do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but only to my wife of my liking.be that and see..no one can give you that.dont call me.i will wait till i come.,0,220
"sorry battery died, yeah i'm here",0,33
its on in engalnd! but telly has decided it won't let me watch it and mia and elliot were kissing! damn it!,0,107
aight well keep me informed,0,27
"great. i'm in church now, will holla when i get out",0,51
mathews or tait or edwards or anderson,0,38
dunno he jus say go lido. same time 930.,0,40
k.k.this month kotees birthday know?,0,36
"god asked, ""what is forgiveness?"" a little child gave lovely reply, ""it is d wonderful fruit that a tree gives when it is being hurt by a stone.. good night......",0,162
i sent them. do you like?,0,25
excellent! are you ready to moan and scream in ecstasy?,0,55
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094594,1,132
u too...,0,8
thank you princess! you are so sexy...,0,38
you have won a guaranteed £1000 cash or a £2000 prize. to claim yr prize call our customer service representative on 08714712379 between 10am-7pm cost 10p,1,154
"so anyways, you can just go to your gym or whatever, my love *smiles* i hope your ok and having a good day babe ... i miss you so much already",0,142
"i know you are thinkin malaria. but relax, children cant handle malaria. she would have been worse and its gastroenteritis. if she takes enough to replace her loss her temp will reduce. and if you give her malaria meds now she will just vomit. its a self limiting illness she has which means in a few days it will completely stop",0,329
